 Graph # | Result | Evaluation | Characteristics
18,1,0,1,-2,-2,0.03125,-0.03125,0,1,-1,0,-3,3,0,0,-1,-1,-1,-3,3,0,0,-1,-1,-1,
19,1,0,6,0,1,0.125,0.03125,0.15625,4,1,5,4,-4,0,1,1,1,1,4,-4,0,1,1,1,1,
20,1,0,-1,3,3,-0.09375,0,-0.09375,-3,0,-3,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
21,0,0,-1,1,0,0,-0.03125,-0.03125,0,-1,-1,1,-2,1,1,0,0,0,1,-2,1,1,0,0,0,
22,1,0,0,1,0,0.09375,0,0.09375,3,0,3,1,-1,0,1,0,0,0,1,-1,0,1,0,0,0,
23,1,0,-1,3,4,-0.09375,0.03125,-0.0625,-3,1,-2,2,-2,1,1,0,0,0,2,-2,1,1,0,0,0,
24,0,0,-1,0,0,0.125,-0.03125,0.09375,4,-1,3,3,-1,-1,-1,1,1,1,3,-1,-1,-1,1,1,1,
25,1,0,-2,-4,1,-0.3125,0.1875,-0.125,-10,6,-4,-4,3,1,0,-1,-1,-1,-4,3,1,0,-1,-1,-1,
26,0,0,-1,1,1,-0.09375,0.03125,-0.0625,-3,1,-2,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
27,0,0,-2,3,3,-0.125,-0.03125,-0.15625,-4,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,0,0,-1,1,3,-0.1875,0.09375,-0.09375,-6,3,-3,-3,2,1,0,-1,-1,-1,-3,2,1,0,-1,-1,-1,
29,0,0,-1,-1,0,0.09375,0.03125,0.125,3,1,4,1,-3,2,0,1,0,0,1,-3,2,0,1,0,0,
30,1,0,6,-6,-2,-0.125,0.1875,0.0625,-4,6,2,-2,3,-2,-1,0,0,0,-2,3,-2,-1,0,0,0,
31,1,0,0,1,0,0.0625,-0.03125,0.03125,2,-1,1,4,-3,-1,1,1,1,1,4,-3,-1,1,1,1,1,
32,0,0,0,1,0,0.15625,-0.0625,0.09375,5,-2,3,1,-2,0,1,0,1,0,1,-2,0,1,0,1,0,
33,0,0,-1,-5,2,-0.21875,0.21875,0,-7,7,0,-2,3,-1,0,0,0,-1,-2,3,-1,0,0,0,-1,
34,0,0,-3,3,1,-0.21875,-0.0625,-0.28125,-7,-2,-9,-5,5,-1,-1,-1,-1,-1,-5,5,-1,-1,-1,-1,-1,
35,1,0,9,-5,-1,-0.03125,0.09375,0.0625,-1,3,2,1,-1,0,1,0,0,0,1,-1,0,1,0,0,0,
36,0,0,1,-2,-3,0.09375,0,0.09375,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,0,0,0,-1,0,-0.03125,0.03125,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,1,0,0,1,0,0.1875,-0.03125,0.15625,6,-1,5,5,-5,0,0,1,1,1,5,-5,0,0,1,1,1,
39,0,0,1,-1,-1,0.125,0,0.125,4,0,4,5,-5,1,1,1,1,1,5,-5,1,1,1,1,1,
40,0,0,0,2,0,0.125,-0.0625,0.0625,4,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,0,0,1,-2,-2,-0.0625,0.03125,-0.03125,-2,1,-1,-3,3,0,0,0,0,-1,-3,3,0,0,0,0,-1,
42,1,0,0,-1,0,0,0.09375,0.09375,0,3,3,1,-1,0,0,1,0,0,1,-1,0,0,1,0,0,
43,1,0,1,-1,2,-0.15625,0.09375,-0.0625,-5,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,0,0,-2,1,0,-0.15625,-0.03125,-0.1875,-5,-1,-6,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,
45,1,0,3,0,-1,-0.0625,0,-0.0625,-2,0,-2,-3,3,0,0,0,-1,-1,-3,3,0,0,0,-1,-1,
46,1,0,6,-7,-4,0.125,0.0625,0.1875,4,2,6,-1,2,-2,0,0,0,0,-1,2,-2,0,0,0,0,
47,1,0,0,2,0,-0.0625,-0.125,-0.1875,-2,-4,-6,-1,2,-1,0,0,0,-1,-1,2,-1,0,0,0,-1,
48,1,0,0,1,1,0.15625,0,0.15625,5,0,5,4,-4,0,1,1,1,1,4,-4,0,1,1,1,1,
49,1,0,-6,1,3,-0.0625,0.0625,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,1,0,1,-5,-3,0.34375,0.0625,0.40625,11,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,1,0,9,-4,-3,0.28125,0.03125,0.3125,9,1,10,2,-2,1,1,0,0,0,2,-2,1,1,0,0,0,
52,1,0,0,2,-1,0.1875,-0.09375,0.09375,6,-3,3,4,-4,0,1,1,1,1,4,-4,0,1,1,1,1,
53,1,0,1,-1,-1,-0.0625,0,-0.0625,-2,0,-2,0,2,-1,-1,0,0,0,0,2,-1,-1,0,0,0,
54,0,0,-17,4,5,-0.25,0.03125,-0.21875,-8,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,0,0,-3,-1,0,-0.1875,0.03125,-0.15625,-6,1,-5,-3,3,-1,-1,-1,0,0,-3,3,-1,-1,-1,0,0,
56,1,0,-1,-1,1,0.0625,0.0625,0.125,2,2,4,2,-3,1,1,1,0,0,2,-3,1,1,1,0,0,
57,0,0,-2,0,2,-0.03125,0.0625,0.03125,-1,2,1,1,0,-1,0,0,1,0,1,0,-1,0,0,1,0,
58,1,0,0,1,0,0.125,0.03125,0.15625,4,1,5,4,-3,-1,0,1,1,1,4,-3,-1,0,1,1,1,
59,0,0,-21,7,6,-0.34375,0,-0.34375,-11,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,1,0,1,-3,-3,0.03125,0.03125,0.0625,1,1,2,2,-1,-1,0,1,1,0,2,-1,-1,0,1,1,0,
61,0,0,-8,4,3,-0.34375,-0.03125,-0.375,-11,-1,-12,-2,2,-1,-1,0,0,0,-2,2,-1,-1,0,0,0,
62,1,0,2,2,0,0.125,-0.0625,0.0625,4,-2,2,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,
63,1,0,0,-1,0,0.15625,0.03125,0.1875,5,1,6,7,-7,1,1,1,1,1,7,-7,1,1,1,1,1,
64,1,0,-1,2,2,-0.15625,0,-0.15625,-5,0,-5,-1,1,-1,0,0,0,0,-1,1,-1,0,0,0,0,
65,0,0,-3,-1,2,0,0.09375,0.09375,0,3,3,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
66,1,0,1,-3,1,-0.15625,0.09375,-0.0625,-5,3,-2,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,
67,0,0,1,-1,-2,0.4375,-0.03125,0.40625,14,-1,13,8,-8,0,1,1,1,1,8,-8,0,1,1,1,1,
68,1,0,0,-1,-1,0.0625,0,0.0625,2,0,2,-1,0,1,-1,0,0,0,-1,0,1,-1,0,0,0,
69,1,0,0,-2,0,-0.0625,0.125,0.0625,-2,4,2,0,1,0,-1,0,0,0,0,1,0,-1,0,0,0,
70,1,0,1,-1,-1,-0.09375,-0.03125,-0.125,-3,-1,-4,-4,5,-1,0,-1,-1,-1,-4,5,-1,0,-1,-1,-1,
71,1,0,-6,6,3,0.03125,-0.0625,-0.03125,1,-2,-1,2,-2,0,0,1,1,0,2,-2,0,0,1,1,0,
72,0,0,0,-1,0,-0.125,0.0625,-0.0625,-4,2,-2,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,
73,1,0,-1,3,2,0.0625,-0.03125,0.03125,2,-1,1,-2,1,1,0,0,0,0,-2,1,1,0,0,0,0,
74,1,0,3,-7,-5,0.28125,0.0625,0.34375,9,2,11,1,-2,1,1,0,0,0,1,-2,1,1,0,0,0,
75,1,0,0,2,1,0.125,-0.03125,0.09375,4,-1,3,2,-4,2,2,0,0,0,2,-4,2,2,0,0,0,
76,1,0,0,-1,2,-0.125,0.0625,-0.0625,-4,2,-2,-1,2,-1,0,-1,0,0,-1,2,-1,0,-1,0,0,
77,0,0,0,1,0,-0.125,-0.03125,-0.15625,-4,-1,-5,-3,3,0,-1,-1,-1,0,-3,3,0,-1,-1,-1,0,
78,0,0,2,-5,-1,0.0625,0.125,0.1875,2,4,6,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
79,1,0,2,0,-1,-0.03125,-0.0625,-0.09375,-1,-2,-3,-4,2,1,1,0,0,-1,-4,2,1,1,0,0,-1,
80,1,0,-3,-2,1,-0.0625,0.0625,0,-2,2,0,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,
81,1,0,1,-3,1,0.03125,0.03125,0.0625,1,1,2,1,-1,0,1,0,0,0,1,-1,0,1,0,0,0,
82,1,0,7,-1,-1,0.125,0,0.125,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,1,0,1,-3,0,0.0625,0.09375,0.15625,2,3,5,2,-2,1,1,0,0,0,2,-2,1,1,0,0,0,
84,1,0,-2,2,0,0.03125,-0.0625,-0.03125,1,-2,-1,2,-2,0,0,1,1,0,2,-2,0,0,1,1,0,
85,1,0,1,0,-1,-0.03125,-0.0625,-0.09375,-1,-2,-3,-1,-1,1,1,0,0,-1,-1,-1,1,1,0,0,-1,
86,0,0,0,-2,1,-0.0625,0.09375,0.03125,-2,3,1,2,-1,-1,0,0,0,0,2,-1,-1,0,0,0,0,
87,0,0,0,-2,0,-0.0625,0.0625,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,1,0,2,-5,-1,0.09375,0.125,0.21875,3,4,7,1,-1,0,0,1,0,0,1,-1,0,0,1,0,0,
89,0,0,-12,3,2,0.0625,-0.03125,0.03125,2,-1,1,1,-1,0,0,1,0,0,1,-1,0,0,1,0,0,
90,1,0,0,0,-1,-0.0625,-0.03125,-0.09375,-2,-1,-3,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,
91,1,0,1,-3,-1,0.125,0.03125,0.15625,4,1,5,1,-2,1,0,0,1,0,1,-2,1,0,0,1,0,
92,1,0,0,0,-1,0.15625,-0.03125,0.125,5,-1,4,6,-7,1,0,1,1,1,6,-7,1,0,1,1,1,
93,1,0,0,-1,0,-0.15625,0.03125,-0.125,-5,1,-4,1,-2,1,0,0,1,0,1,-2,1,0,0,1,0,
94,1,0,1,-2,-2,0.21875,0,0.21875,7,0,7,2,-2,1,1,0,0,0,2,-2,1,1,0,0,0,
95,0,0,2,0,0,0.03125,0.03125,0.0625,1,1,2,1,-2,1,1,0,0,0,1,-2,1,1,0,0,0,
96,1,0,4,-4,-3,0.03125,0.03125,0.0625,1,1,2,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,
97,0,0,1,-1,-1,-0.09375,0,-0.09375,-3,0,-3,-3,2,1,0,0,0,-1,-3,2,1,0,0,0,-1,
98,0,0,-1,2,-2,0,-0.15625,-0.15625,0,-5,-5,-1,2,0,-1,0,0,-1,-1,2,0,-1,0,0,-1,
99,0,0,2,0,0,0.09375,-0.03125,0.0625,3,-1,2,2,-2,0,1,1,0,0,2,-2,0,1,1,0,0,
100,1,0,1,-2,1,-0.03125,0.09375,0.0625,-1,3,2,1,-2,2,0,0,0,0,1,-2,2,0,0,0,0,
101,1,0,-1,-1,1,0.03125,0.0625,0.09375,1,2,3,1,-3,1,2,0,0,0,1,-3,1,2,0,0,0,
102,1,0,0,-4,-5,0.15625,-0.03125,0.125,5,-1,4,-2,2,-1,-1,0,0,0,-2,2,-1,-1,0,0,0,
103,1,0,7,-2,-2,0.40625,0,0.40625,13,0,13,6,-6,0,1,1,1,1,6,-6,0,1,1,1,1,
104,1,0,-1,-1,-3,0.15625,-0.03125,0.125,5,-1,4,4,-4,1,1,1,1,0,4,-4,1,1,1,1,0,
105,0,0,-9,6,1,-0.09375,-0.125,-0.21875,-3,-4,-7,-3,4,-1,-1,-1,-1,0,-3,4,-1,-1,-1,-1,0,
106,1,0,4,-2,-2,0.03125,0,0.03125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,0,0,0,-2,-1,-0.0625,0.03125,-0.03125,-2,1,-1,-2,2,0,0,-1,-1,0,-2,2,0,0,-1,-1,0,
108,1,0,2,-2,-5,0.09375,-0.0625,0.03125,3,-2,1,-1,1,-1,0,0,0,0,-1,1,-1,0,0,0,0,
109,0,0,1,3,1,0.15625,-0.0625,0.09375,5,-2,3,2,-2,1,1,0,0,0,2,-2,1,1,0,0,0,
110,0,0,1,-2,-1,0.03125,0.09375,0.125,1,3,4,-3,3,0,0,0,-1,-1,-3,3,0,0,0,-1,-1,
111,1,0,-3,3,0,0.0625,-0.0625,0,2,-2,0,2,-1,-1,1,1,0,0,2,-1,-1,1,1,0,0,
112,1,0,0,1,0,-0.03125,-0.03125,-0.0625,-1,-1,-2,-1,2,-1,0,0,0,0,-1,2,-1,0,0,0,0,
113,0,0,1,1,-1,-0.0625,-0.0625,-0.125,-2,-2,-4,1,0,-1,1,0,0,0,1,0,-1,1,0,0,0,
114,0,0,2,-4,-2,0.0625,0.0625,0.125,2,2,4,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,
115,1,0,-2,-1,2,-0.125,0.09375,-0.03125,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,0,0,0,-2,1,0.03125,0.09375,0.125,1,3,4,2,-3,2,1,0,0,0,2,-3,2,1,0,0,0,
117,0,0,0,-1,0,-0.03125,0.03125,0,-1,1,0,-2,1,1,0,-1,-1,0,-2,1,1,0,-1,-1,0,
118,0,0,0,-3,0,0.0625,0.09375,0.15625,2,3,5,0,-2,2,0,0,0,0,0,-2,2,0,0,0,0,
119,0,0,0,1,0,-0.15625,-0.03125,-0.1875,-5,-1,-6,-2,2,-1,-1,0,0,0,-2,2,-1,-1,0,0,0,
120,1,0,-3,1,-1,0.1875,-0.0625,0.125,6,-2,4,1,-3,1,1,1,0,0,1,-3,1,1,1,0,0,
121,0,0,-2,2,0,0.09375,-0.0625,0.03125,3,-2,1,4,-4,0,0,0,0,1,4,-4,0,0,0,0,1,
122,0,0,-9,1,2,-0.09375,0.0625,-0.03125,-3,2,-1,1,-1,0,1,0,0,0,1,-1,0,1,0,0,0,
123,0,0,-3,1,1,-0.15625,0,-0.15625,-5,0,-5,-3,4,-2,-1,-1,0,0,-3,4,-2,-1,-1,0,0,
124,0,0,-7,0,1,0.03125,0.03125,0.0625,1,1,2,1,-1,0,1,0,0,0,1,-1,0,1,0,0,0,
125,1,0,-4,3,-1,0.0625,-0.09375,-0.03125,2,-3,-1,-2,0,2,0,-1,-1,0,-2,0,2,0,-1,-1,0,
126,1,0,0,0,1,-0.09375,0.03125,-0.0625,-3,1,-2,-2,1,1,0,-1,-1,0,-2,1,1,0,-1,-1,0,
127,1,0,2,-1,-1,0.09375,0,0.09375,3,0,3,3,-3,0,1,1,1,0,3,-3,0,1,1,1,0,
128,1,0,0,2,1,-0.03125,-0.09375,-0.125,-1,-3,-4,-3,4,-2,-1,-1,0,0,-3,4,-2,-1,-1,0,0,
129,1,0,8,1,2,-0.1875,0,-0.1875,-6,0,-6,-3,3,-1,-1,-1,0,0,-3,3,-1,-1,-1,0,0,
130,0,0,-3,2,1,0.03125,-0.03125,0,1,-1,0,-2,1,1,0,-1,-1,0,-2,1,1,0,-1,-1,0,
131,0,0,-5,2,2,-0.03125,-0.03125,-0.0625,-1,-1,-2,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
132,0,0,0,2,1,-0.03125,-0.03125,-0.0625,-1,-1,-2,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,
133,1,0,1,-3,-1,0.125,0.0625,0.1875,4,2,6,8,-7,-1,0,1,1,1,8,-7,-1,0,1,1,1,
134,0,0,-2,0,0,0.09375,0,0.09375,3,0,3,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
135,1,0,0,2,0,0.1875,-0.0625,0.125,6,-2,4,4,-5,2,1,1,1,0,4,-5,2,1,1,1,0,
136,1,0,-2,-2,1,0.03125,0.09375,0.125,1,3,4,1,-2,1,0,1,0,0,1,-2,1,0,1,0,0,
137,0,0,0,0,3,-0.25,0.0625,-0.1875,-8,2,-6,-3,2,1,0,-1,-1,-1,-3,2,1,0,-1,-1,-1,
138,0,0,0,-1,1,-0.03125,0.0625,0.03125,-1,2,1,-1,1,-1,0,0,0,0,-1,1,-1,0,0,0,0,
139,1,0,1,0,1,-0.03125,0.03125,0,-1,1,0,-1,1,0,0,-1,0,0,-1,1,0,0,-1,0,0,
140,0,0,0,-2,1,-0.1875,0.0625,-0.125,-6,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,0,0,0,-1,-1,0.125,0,0.125,4,0,4,3,-3,0,0,1,1,1,3,-3,0,0,1,1,1,
142,1,0,0,0,1,-0.03125,0.03125,0,-1,1,0,1,0,-1,0,0,0,1,1,0,-1,0,0,0,1,
143,0,0,0,-2,0,0,0.0625,0.0625,0,2,2,-2,1,1,0,0,0,-1,-2,1,1,0,0,0,-1,
144,1,0,0,0,0,-0.1875,0,-0.1875,-6,0,-6,-4,4,0,0,0,-1,-1,-4,4,0,0,0,-1,-1,
145,1,0,5,-2,-2,0.15625,0,0.15625,5,0,5,4,-4,0,1,1,1,1,4,-4,0,1,1,1,1,
146,1,0,0,0,-1,0.125,0.03125,0.15625,4,1,5,-2,-1,1,1,1,0,-1,-2,-1,1,1,1,0,-1,
147,0,0,-4,4,5,-0.15625,0.03125,-0.125,-5,1,-4,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
148,0,0,-1,-1,2,-0.09375,0.09375,0,-3,3,0,1,0,-1,0,1,0,0,1,0,-1,0,1,0,0,
149,0,0,0,0,0,-0.09375,0.03125,-0.0625,-3,1,-2,-4,2,1,1,0,-1,-1,-4,2,1,1,0,-1,-1,
150,1,0,0,1,0,0.03125,0,0.03125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,1,0,3,-4,-2,0.09375,0.0625,0.15625,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,0,0,-3,0,0,-0.0625,0,-0.0625,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,1,0,2,1,-1,0.125,-0.0625,0.0625,4,-2,2,2,-1,-1,0,1,1,0,2,-1,-1,0,1,1,0,
154,1,0,-2,-1,2,-0.1875,0.09375,-0.09375,-6,3,-3,-1,2,-2,0,0,0,0,-1,2,-2,0,0,0,0,
155,0,0,0,-1,-1,0.03125,0,0.03125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,1,0,1,-2,-1,0.125,0.03125,0.15625,4,1,5,1,-1,0,1,0,0,0,1,-1,0,1,0,0,0,
157,0,0,3,-3,0,0.03125,0.09375,0.125,1,3,4,2,-2,0,1,1,0,0,2,-2,0,1,1,0,0,
158,1,0,-4,0,1,0.0625,0.03125,0.09375,2,1,3,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,
159,0,0,-6,4,4,0,0.03125,0.03125,0,1,1,2,-3,2,1,0,0,0,2,-3,2,1,0,0,0,
160,1,0,6,3,-1,0.125,-0.15625,-0.03125,4,-5,-1,-1,0,1,0,-1,0,0,-1,0,1,0,-1,0,0,
161,1,0,5,-3,-2,-0.1875,0.0625,-0.125,-6,2,-4,-4,4,-1,-1,-1,-1,0,-4,4,-1,-1,-1,-1,0,
162,1,0,0,2,0,-0.03125,-0.0625,-0.09375,-1,-2,-3,3,-2,-1,1,1,1,0,3,-2,-1,1,1,1,0,
163,1,0,3,-1,0,0.09375,0.03125,0.125,3,1,4,-2,3,-1,-1,-1,0,0,-2,3,-1,-1,-1,0,0,
164,1,0,0,0,-1,0.09375,0.03125,0.125,3,1,4,1,-1,0,0,0,1,0,1,-1,0,0,0,1,0,
165,0,0,0,-1,0,-0.15625,0.03125,-0.125,-5,1,-4,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,
166,0,0,-2,0,-1,0.09375,-0.03125,0.0625,3,-1,2,1,0,-1,1,0,0,0,1,0,-1,1,0,0,0,
167,1,0,10,-7,-4,0.09375,0.09375,0.1875,3,3,6,-2,3,-2,-1,0,0,0,-2,3,-2,-1,0,0,0,
168,1,0,1,-1,1,-0.09375,0.03125,-0.0625,-3,1,-2,-1,1,0,0,-1,0,0,-1,1,0,0,-1,0,0,
169,0,0,-2,1,-1,-0.03125,-0.03125,-0.0625,-1,-1,-2,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,
170,0,0,0,0,-1,0.09375,-0.03125,0.0625,3,-1,2,1,-1,0,1,0,0,0,1,-1,0,1,0,0,0,
171,0,0,0,-1,0,-0.03125,0.03125,0,-1,1,0,-2,2,0,0,0,-1,-1,-2,2,0,0,0,-1,-1,
172,0,0,0,0,0,0.03125,-0.0625,-0.03125,1,-2,-1,3,-3,0,0,0,1,1,3,-3,0,0,0,1,1,
173,1,0,6,-3,-3,0.21875,-0.03125,0.1875,7,-1,6,2,-2,0,1,1,0,0,2,-2,0,1,1,0,0,
174,0,0,-3,1,2,0.03125,0.0625,0.09375,1,2,3,3,-4,2,1,1,0,0,3,-4,2,1,1,0,0,
175,1,0,0,0,1,-0.21875,0,-0.21875,-7,0,-7,-1,2,0,-1,0,0,-1,-1,2,0,-1,0,0,-1,
176,1,0,1,2,-1,0.09375,-0.09375,0,3,-3,0,-1,1,0,0,0,0,-1,-1,1,0,0,0,0,-1,
177,0,0,0,1,0,-0.03125,0,-0.03125,-1,0,-1,2,-2,0,0,0,1,1,2,-2,0,0,0,1,1,
178,0,0,-3,3,2,-0.03125,-0.03125,-0.0625,-1,-1,-2,-1,1,0,0,-1,0,0,-1,1,0,0,-1,0,0,
179,1,0,1,1,-1,0.09375,-0.0625,0.03125,3,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,1,0,0,0,1,0,0.03125,0.03125,0,1,1,1,-2,1,0,1,0,0,1,-2,1,0,1,0,0,
181,0,0,2,-3,-2,0.09375,0.03125,0.125,3,1,4,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
182,0,0,-5,1,2,-0.0625,0.0625,0,-2,2,0,2,-2,1,1,0,0,0,2,-2,1,1,0,0,0,
183,1,0,0,1,0,0.03125,-0.0625,-0.03125,1,-2,-1,4,-3,-1,0,1,1,1,4,-3,-1,0,1,1,1,
184,0,0,0,0,2,-0.15625,0.03125,-0.125,-5,1,-4,-2,3,-2,-1,0,0,0,-2,3,-2,-1,0,0,0,
185,0,0,-1,-2,-3,0.28125,0,0.28125,9,0,9,4,-4,1,1,1,1,0,4,-4,1,1,1,1,0,
186,1,0,-4,5,2,-0.125,-0.09375,-0.21875,-4,-3,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
187,0,0,-3,1,0,0,-0.03125,-0.03125,0,-1,-1,-2,2,0,0,0,0,-1,-2,2,0,0,0,0,-1,
188,0,0,-4,2,2,-0.09375,0,-0.09375,-3,0,-3,2,-2,0,1,1,0,0,2,-2,0,1,1,0,0,
189,1,0,1,-2,-2,0.21875,0,0.21875,7,0,7,4,-4,1,1,1,1,0,4,-4,1,1,1,1,0,
190,0,0,-1,2,1,-0.09375,-0.03125,-0.125,-3,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,0,0,-2,5,-1,0.125,-0.1875,-0.0625,4,-6,-2,-1,2,-1,-1,0,0,0,-1,2,-1,-1,0,0,0,
192,0,0,-4,2,0,0.03125,-0.0625,-0.03125,1,-2,-1,1,-1,0,0,0,0,1,1,-1,0,0,0,0,1,
193,1,0,0,2,2,-0.125,0,-0.125,-4,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,0,0,-1,1,-1,0,-0.03125,-0.03125,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
195,0,0,-1,2,1,0.03125,0,0.03125,1,0,1,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
196,1,0,0,-2,-2,0.09375,0,0.09375,3,0,3,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
197,1,0,2,-2,-2,0.0625,-0.03125,0.03125,2,-1,1,-3,2,1,-1,-1,-1,0,-3,2,1,-1,-1,-1,0,
198,1,0,-2,-3,0,-0.15625,0.125,-0.03125,-5,4,-1,-4,4,-1,-1,-1,-1,0,-4,4,-1,-1,-1,-1,0,
199,0,0,0,2,0,0,-0.0625,-0.0625,0,-2,-2,3,-3,0,1,1,1,0,3,-3,0,1,1,1,0,
200,0,0,-3,-2,-1,-0.1875,0.03125,-0.15625,-6,1,-5,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,
201,1,0,-1,-2,2,-0.34375,0.1875,-0.15625,-11,6,-5,-2,3,-2,-1,0,0,0,-2,3,-2,-1,0,0,0,
202,0,0,-2,0,3,-0.25,0.09375,-0.15625,-8,3,-5,-2,2,-1,-1,0,0,0,-2,2,-1,-1,0,0,0,
203,0,0,3,-2,-2,-0.03125,0,-0.03125,-1,0,-1,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,
204,0,0,0,1,0,0.21875,-0.0625,0.15625,7,-2,5,3,-4,1,1,1,1,0,3,-4,1,1,1,1,0,
205,1,0,0,0,0,0.03125,0,0.03125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,1,0,7,-3,0,0.15625,0.125,0.28125,5,4,9,2,-2,0,0,1,1,0,2,-2,0,0,1,1,0,
207,0,0,-1,-1,0,0.09375,0.03125,0.125,3,1,4,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,
